,ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
324,2637487,Southampton,50.904,-1.4043,7.78,67,98,1.79,GB,1619582082
325,1863997,Fukuechō,32.6881,128.8419,18.0,100,75,3.6,JP,1619582083
326,2646557,Horsham,51.064,-0.3272,6.11,75,0,2.57,GB,1619582083
327,2015913,Suntar,62.1444,117.6319,0.06,51,77,1.78,RU,1619582083
328,2026786,Berezovyy,51.6667,135.7,7.07,86,100,3.07,RU,1619582084
329,2656708,Ayr,55.4627,-4.6339,2.0,93,50,0.51,GB,1619582084
330,3948613,Acarí,-15.4311,-74.6158,20.71,80,92,1.5,PE,1619582085
331,88319,Benghazi,32.1167,20.0667,23.39,31,65,8.22,LY,1619582040
332,3883457,Lebu,-37.6167,-73.65,12.52,93,61,0.95,CL,1619582086
333,1493162,Salym,60.0625,71.4789,7.66,59,100,2.09,RU,1619582087
334,2138555,Poum,-20.2333,164.0167,24.86,59,3,9.62,NC,1619582087
335,1337610,Thinadhoo,0.5333,72.9333,28.01,65,97,1.49,MV,1619581924
336,292968,Abu Dhabi,24.4667,54.3667,31.0,27,0,2.06,AE,1619581942
337,3174050,Province of Mantua,45.1667,10.7833,10.56,94,94,2.54,IT,1619582088
338,6255012,Flinders,-34.5833,150.8552,23.33,63,81,1.34,AU,1619581937
339,3466165,Cidreira,-30.1811,-50.2056,14.31,81,4,3.66,BR,1619582089
340,3939761,Hualmay,-11.0964,-77.6139,18.71,90,99,3.58,PE,1619581831
341,5712169,Baker City,44.7749,-117.8344,10.0,53,1,2.06,US,1619582089
342,3680090,Juradó,7.1053,-77.7641,24.34,90,89,1.49,CO,1619582090
343,554894,Izberbash,42.5696,47.8645,11.0,87,75,0.15,RU,1619582090
344,3347019,Mossamedes,-15.1961,12.1522,24.14,70,61,3.98,AO,1619582090
345,1735902,Sibu,2.3,111.8167,30.0,70,40,1.03,MY,1619582091
346,2181625,Te Anau,-45.4167,167.7167,8.41,88,100,0.83,NZ,1619582091
347,1798946,Pengcheng,36.4311,114.17,23.17,9,51,5.8,CN,1619582091
348,2119283,Zyryanka,65.75,150.85,0.09,90,79,5.62,RU,1619582092
349,1701054,Marawi,7.9986,124.2928,28.89,76,76,3.13,PH,1619582093
350,556268,Ostrovnoy,68.0531,39.5131,-4.33,84,100,3.21,RU,1619582093
351,3412093,Vestmannaeyjar,63.4427,-20.2734,6.17,78,4,8.28,IS,1619582093
352,3648546,Barinas,8.6226,-70.2075,24.0,94,100,1.03,VE,1619582094
353,1035025,Nacala,-14.5428,40.6728,23.2,96,22,2.39,MZ,1619582094
354,1131461,Oruzgan,32.8333,66.0,23.57,16,23,0.65,AF,1619582095
355,2094027,Kieta,-6.2167,155.6333,29.28,68,70,1.18,PG,1619582095
356,4012344,Cuencamé de Ceniceros,24.8711,-103.6964,22.03,36,92,8.22,MX,1619582095
357,777682,Skjervøy,70.0311,20.9714,-0.07,69,100,4.77,NO,1619582096
358,3372964,Lagoa,39.05,-27.9833,15.22,77,100,4.46,PT,1619581819
359,3445026,Vila Velha,-20.3297,-40.2925,23.0,94,0,2.48,BR,1619582096
360,5970478,Harbour Breton,47.4833,-55.7983,4.04,90,63,5.71,CA,1619582096
361,113659,Tabas,33.5959,56.9244,28.68,22,98,0.86,IR,1619582097
362,64013,Bosaso,11.2842,49.1816,29.85,63,77,3.29,SO,1619582097
363,5606401,Sandpoint,48.2766,-116.5533,12.0,40,1,1.54,US,1619581981
364,462626,Zilair,52.2332,57.4392,4.68,82,95,2.81,RU,1619582098
365,5000500,Madison Heights,42.4859,-83.1052,25.0,43,75,2.57,US,1619582098
366,3833112,Veinticinco de Mayo,-35.4323,-60.1727,12.78,62,1,0.45,AR,1619582099
367,3405051,Borba,-4.3878,-59.5939,22.75,98,99,0.6,BR,1619582099
368,3466980,Caravelas,-17.7125,-39.2481,22.81,82,52,2.27,BR,1619582035
369,2294915,Takoradze,4.8845,-1.7554,27.3,84,93,3.04,GH,1619582016
370,108410,Riyadh,24.6877,46.7219,29.0,23,0,4.63,SA,1619582600
371,2738381,Lata,40.1629,-8.3327,14.44,88,58,1.35,PT,1619582100
372,3843123,Neuquén,-38.9516,-68.0591,12.0,94,0,1.03,AR,1619581898
373,2377450,Nouakchott,18.0858,-15.9785,20.0,77,0,7.2,MR,1619582100
374,3430443,Necochea,-38.5473,-58.7368,13.89,86,0,1.79,AR,1619582101
375,569681,Chebsara,59.2002,38.8356,2.0,93,90,2.0,RU,1619582101
376,1494523,Polovinnoye,54.7914,65.9864,7.79,73,100,4.25,RU,1619582102
377,3670745,Riohacha,11.5444,-72.9072,25.65,78,96,4.84,CO,1619582102
378,4063619,Gadsden,34.0143,-86.0066,18.0,94,1,1.51,US,1619581922
379,895061,Bindura,-17.3019,31.3306,15.0,84,12,1.79,ZW,1619582103
380,1525376,Bestöbe,52.4994,73.0975,17.51,61,100,10.52,KZ,1619582103
381,1856392,Muroto-misakicho,33.2833,134.15,18.0,100,75,4.12,JP,1619582104
382,1495586,Parabel',58.6978,81.4825,9.51,76,100,1.32,RU,1619582104
383,2122262,Palana,59.1167,159.9667,-1.52,87,100,4.75,RU,1619582104
384,2521804,Altea,38.5989,-0.0514,15.0,91,8,0.45,ES,1619582105
385,2126785,Belaya Gora,68.5333,146.4167,-0.93,97,100,1.23,RU,1619582105
386,2219235,Ubari,26.5921,12.7805,27.69,20,68,6.09,LY,1619582063
387,4328010,Houma,29.5958,-90.7195,25.0,88,90,4.63,US,1619582106
388,2121373,Seymchan,62.8833,152.4333,-2.38,86,27,1.27,RU,1619582106
389,2381334,Atar,20.5169,-13.0499,24.74,28,76,2.79,MR,1619581901
390,6067472,Marystown,47.1666,-55.1483,3.99,91,47,4.05,CA,1619582107
391,1492607,Severnoye,56.3491,78.3619,6.74,92,100,3.54,RU,1619582107
392,2110560,Yamada,39.4667,141.95,18.46,50,99,3.81,JP,1619582108
393,1267390,Kavaratti,10.5669,72.642,28.94,73,7,2.21,IN,1619581822
394,2121385,Severo-Kuril'sk,50.6789,156.125,1.29,94,100,7.17,RU,1619582108
395,1705441,Lubao,14.9167,120.55,33.0,51,75,2.06,PH,1619582108
396,2092164,Lorengau,-2.0226,147.2712,29.97,66,14,3.57,PG,1619582109
397,1278987,Allāpalli,19.4167,80.0667,38.63,15,16,0.77,IN,1619582109
398,2127202,Anadyr,64.75,177.4833,0.0,80,20,6.0,RU,1619582109
399,2527087,Tiznit Province,29.5833,-9.5,13.14,84,50,1.84,MA,1619582110
400,4720067,Lavaca,28.615,-96.6261,25.0,88,90,5.14,US,1619582110
401,1529376,Korla,41.7597,86.1469,20.24,22,27,4.4,CN,1619582111
402,3460355,Jaciara,-15.9653,-54.9683,22.17,67,88,1.08,BR,1619582111
403,1168312,Pasni,25.2631,63.471,27.99,74,28,0.95,PK,1619582111
404,448149,Sinjār,36.3209,41.8754,18.5,55,0,1.61,IQ,1619582112
405,2377457,Nouadhibou,20.931,-17.0347,18.0,94,0,4.63,MR,1619582112
406,2173323,Bundaberg,-24.85,152.35,26.0,50,75,7.2,AU,1619582112
407,3671450,Inírida,3.8653,-67.9239,22.73,98,100,0.93,CO,1619582113
408,72181,Marzuq,14.4,46.4667,21.98,70,72,1.4,YE,1619582113
409,702337,Makariv,50.4641,29.8113,2.78,100,1,1.0,UA,1619582113
410,1485724,Yurga,55.7231,84.8861,8.0,96,100,4.24,RU,1619582114
411,3533462,Acapulco de Juárez,16.8634,-99.8901,26.41,72,0,1.63,MX,1619581874
412,1508427,Charyshskoye,51.3978,83.5598,15.58,57,100,4.12,RU,1619582114
413,4033557,Tautira,-17.7333,-149.15,29.0,65,40,1.54,PF,1619581958
414,5038045,Monticello,45.3055,-93.7941,6.11,93,100,3.09,US,1619582115
415,1738050,Marabu,4.4148,114.0089,30.0,74,40,2.57,MY,1619582116
416,569223,Cherepovets,59.1333,37.9,2.0,93,90,2.0,RU,1619582116
417,5411479,Alamosa,37.4695,-105.87,6.0,39,1,3.05,US,1619582116
418,350203,Rosetta,31.4044,30.4164,12.0,94,0,1.03,EG,1619582117
419,4791259,Virginia Beach,36.8529,-75.978,21.11,66,76,1.34,US,1619582490
420,1265053,Lar,26.2039,83.9717,38.57,5,0,0.77,IN,1619582117
421,2027044,Batagay,67.6333,134.6333,-4.41,81,100,2.21,RU,1619582118
422,962367,Richards Bay,-28.783,32.0377,21.2,88,95,3.65,ZA,1619582118
423,6160362,Swan River,52.1058,-101.2676,1.0,47,71,4.63,CA,1619582119
424,5692947,Williston,48.147,-103.618,13.33,37,51,1.93,US,1619581894
425,3357804,Eenhana,-17.4667,16.3333,19.0,55,7,1.54,NA,1619582119
426,2396853,Omboué,-1.5746,9.2618,25.78,92,100,1.91,GA,1619582119
427,2027244,Bagdarin,54.4333,113.6,-1.65,43,100,3.97,RU,1619582120
428,1714733,Dingle,10.9995,122.6711,29.54,63,100,4.62,PH,1619582120
429,3466594,Cavalcante,-13.7975,-47.4583,20.03,80,28,0.57,BR,1619581842
430,5577158,Fort Morgan,40.2503,-103.8,8.0,87,90,7.72,US,1619582121
431,6111867,Port Hawkesbury,45.6169,-61.3485,3.33,93,90,6.17,CA,1619582121
432,1506268,Gornopravdinsk,60.05,69.9,7.79,59,100,2.36,RU,1619582121
433,3391360,Santana,-0.0583,-51.1817,26.0,94,20,1.54,BR,1619582122
434,2121909,Poronaysk,49.2167,143.1167,3.76,71,100,4.59,RU,1619582122
435,1785036,Zhangye,38.9342,100.4517,16.34,11,59,6.76,CN,1619582123
436,3470871,Barão de Melgaço,-16.1944,-55.9675,23.0,83,0,2.06,BR,1619582123
437,2381972,Adrar,20.5022,-10.0711,25.36,25,53,4.26,MR,1619582123
438,2137773,Vao,-22.6667,167.4833,23.22,55,0,7.5,NC,1619582124
439,2064735,Nhulunbuy,-12.2333,136.7667,25.0,100,75,2.06,AU,1619582114
440,5267537,Plover,44.4564,-89.544,8.89,93,90,4.4,US,1619582124
441,3510885,Cabral,18.25,-71.2167,23.44,81,12,1.38,DO,1619582125
442,1252668,Ziro,27.6333,93.8333,30.0,54,20,2.57,IN,1619582125
443,915285,Kalengwa,-13.4659,25.0027,16.91,91,80,1.91,ZM,1619582125
444,2647984,Great Yarmouth,52.6083,1.7305,7.78,87,66,3.09,GB,1619582126
445,1488903,Turukhansk,65.8167,87.9833,0.68,98,100,8.16,RU,1619582126
446,3840300,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,12.05,80,0,2.14,AR,1619582127
447,5557293,Sitka,57.0531,-135.33,8.0,87,90,3.02,US,1619582127
448,1502073,Krasnosel'kup,65.7,82.4667,0.45,100,100,4.15,RU,1619582127
449,2179537,Wellington,-41.2866,174.7756,15.0,51,13,4.63,NZ,1619581990
450,3579925,St. George's,12.0564,-61.7485,27.0,78,20,9.77,GD,1619582128
451,1176048,Jati,24.3539,68.2671,30.56,49,0,4.91,PK,1619582128
452,1280037,Shache,38.4167,77.2406,22.48,14,0,4.03,CN,1619582129
453,2027042,Batagay-Alyta,67.8006,130.4114,-6.71,64,34,1.38,RU,1619582129
454,3175096,Laas,46.6166,10.7002,10.56,93,75,2.57,IT,1619582129
455,3868633,Vallenar,-28.5708,-70.7581,14.42,85,36,0.23,CL,1619582130
456,2021618,Krasnokamensk,50.0979,118.0369,0.73,67,100,6.41,RU,1619582130
457,2032614,Baruun-Urt,46.6806,113.2792,6.33,22,67,8.35,MN,1619582130
458,336454,Ginir,7.1333,40.7,15.69,86,76,1.82,ET,1619582131
459,2562247,Marsaxlokk,35.8419,14.5431,16.0,88,0,4.63,MT,1619582131
460,1052373,Beira,-19.8436,34.8389,23.0,94,20,2.4,MZ,1619582132
461,3393922,Nísia Floresta,-6.0911,-35.2086,25.0,88,20,2.57,BR,1619582132
462,4644312,Murfreesboro,35.8456,-86.3903,23.0,53,20,5.14,US,1619581984
463,3137469,Sørland,67.667,12.6934,2.89,62,45,5.77,NO,1619582132
464,1786538,Yining,29.0361,114.5636,18.98,84,100,0.79,CN,1619582133
465,3981391,Tomatlán,19.9333,-105.25,22.09,82,92,0.85,MX,1619582133
466,4985180,Bay City,43.5945,-83.8889,11.0,76,40,2.74,US,1619582134
467,2618795,Klaksvík,62.2266,-6.589,3.0,75,75,5.14,FO,1619582134
468,3395497,Maracaçumé,-2.0428,-45.9592,22.47,98,36,1.07,BR,1619582134
469,5563397,Eureka,40.8021,-124.1637,10.56,87,1,4.12,US,1619582135
470,186180,Moyale,3.5167,39.0584,21.3,70,6,1.35,KE,1619582135
471,4014336,Chihuahua,28.5,-106.0,24.0,16,40,4.12,MX,1619582136
472,1626542,Sorong,-0.8833,131.25,28.41,76,67,1.86,ID,1619582136
473,3893726,Constitución,-35.3333,-72.4167,13.97,63,29,2.98,CL,1619582106
474,2838053,Schmallenberg,51.15,8.3,0.56,80,0,1.27,DE,1619582137
475,3145614,Storforshei,66.4043,14.5233,0.0,81,82,0.45,NO,1619582137
476,1269562,Jagtiāl,18.8,78.9333,36.56,20,1,1.47,IN,1619582137
477,893485,Chiredzi,-21.05,31.6667,16.52,65,0,0.67,ZW,1619582138
478,2206089,Sandy Bay,-42.913,147.3532,19.44,51,75,4.63,AU,1619582138
479,3694112,Paita,-5.0892,-81.1144,21.08,78,94,5.67,PE,1619582139
480,1795196,Tongchuanshi,35.0806,109.0897,18.85,24,35,8.38,CN,1619582139
481,780687,Berlevåg,70.8578,29.0864,-3.0,68,75,7.72,NO,1619582139
482,5478673,Meadow Lake,34.8014,-106.5436,11.11,53,40,9.77,US,1619582140
483,3421319,Nuuk,64.1835,-51.7216,0.0,93,20,4.63,GL,1619582081
484,2399371,Makokou,0.5738,12.8642,21.47,98,100,1.77,GA,1619582140
485,1731248,Alugan,12.2188,125.4808,27.8,70,82,3.77,PH,1619582141
486,3147441,Lindås,60.7381,5.16,2.78,70,15,2.24,NO,1619582141
487,3869716,Tocopilla,-22.092,-70.1979,18.77,72,27,1.55,CL,1619581944
488,1498161,Muzhi,65.3667,64.6667,0.72,86,100,2.69,RU,1619582142
489,2654970,Brae,60.3964,-1.353,4.0,81,100,4.63,GB,1619582142
490,102527,Sakakah,29.9697,40.2064,17.0,27,0,1.54,SA,1619582088
491,1276389,Betūl,21.9153,77.8961,34.38,14,0,3.76,IN,1619582142
492,457860,Līvāni,56.3543,26.1758,-0.71,94,17,2.08,LV,1619582143
493,1337607,Kudahuvadhoo,2.6708,72.8944,28.15,72,54,2.18,MV,1619582143
494,5861897,Fairbanks,64.8378,-147.7164,9.0,18,1,1.54,US,1619581891
495,3464008,Esmeraldas,-19.7625,-44.3139,20.0,94,75,1.54,BR,1619582144
496,2269142,Colares,38.7992,-9.4469,15.0,88,23,5.36,PT,1619582144
497,5484874,Portales,34.1862,-103.3344,20.0,18,20,6.17,US,1619582144
498,2270385,Camacha,33.0833,-16.3333,16.0,82,40,4.63,PT,1619582145
499,2171099,Codrington,-38.2667,141.9667,16.57,59,100,2.4,AU,1619582145
500,3386931,Tamandaré,-8.7597,-35.1047,24.84,88,11,2.19,BR,1619582103
501,2450849,Sokolo,14.7328,-6.1219,32.52,12,10,1.13,ML,1619582146
502,110690,Faya,18.3851,42.4509,15.0,77,75,3.09,SA,1619582146
503,2013921,Ust-Kuyga,70.0167,135.6,-6.72,65,93,0.89,RU,1619582146
504,53654,Mogadishu,2.0371,45.3438,29.0,65,40,2.57,SO,1619582147
505,1270343,Hārij,23.7,71.9,33.27,32,72,3.09,IN,1619582147
506,2123814,Leningradskiy,69.3833,178.4167,-3.39,82,38,4.33,RU,1619582011
507,1636022,Martapura,-3.4167,114.85,30.0,74,40,3.6,ID,1619582148
508,1710519,Isabela,6.7085,121.9711,29.0,79,75,3.6,PH,1619582148
509,1079048,Ambovombe,-25.1667,46.0833,21.25,80,0,1.76,MG,1619582149
510,3421982,Maniitsoq,65.4167,-52.9,0.5,79,35,4.43,GL,1619582149
511,1645528,Denpasar,-8.65,115.2167,30.0,62,20,4.12,ID,1619582149
512,3395458,Maragogi,-9.0122,-35.2225,24.76,87,10,2.11,BR,1619581867
513,698316,Osypenko,46.9136,36.8253,9.44,100,100,4.02,UA,1619582150
514,3697441,El Alto,-4.2714,-81.2147,21.2,75,84,6.27,PE,1619582150
515,2986626,Plouzané,48.3833,-4.6167,7.0,93,20,2.57,FR,1619582151
516,2173911,Broken Hill,-31.95,141.4333,22.0,28,35,4.63,AU,1619582151
517,3406844,Baião,-2.7906,-49.6717,22.09,98,100,1.08,BR,1619582151
518,3402648,Carutapera,-1.195,-46.02,25.06,86,100,1.6,BR,1619582152
519,5380437,Pacific Grove,36.6177,-121.9166,12.22,84,0,2.15,US,1619582152
520,2051523,Bratsk,56.1325,101.6142,4.0,26,6,3.0,RU,1619582153
521,4503351,Ocean City,39.2776,-74.5746,16.0,72,1,2.57,US,1619582153
522,2283016,Odienné,9.51,-7.5692,23.48,82,98,2.97,CI,1619582153
523,5909514,Brooks,50.5834,-111.8851,11.0,35,100,4.63,CA,1619582154
524,1183090,Bat Khela,34.6167,71.9714,28.66,21,5,1.85,PK,1619582154
525,3995647,Moctezuma,29.8,-109.6667,16.15,41,11,4.81,MX,1619582154
526,2246451,Saint-Louis,16.3333,-15.0,25.0,47,0,2.06,SN,1619582155
527,214614,Kamina,-8.7386,24.9906,17.11,95,15,0.83,CD,1619582155
528,3421719,Narsaq,60.9167,-46.05,4.0,70,18,3.09,GL,1619582155
529,2511150,Santa Lucía,27.9117,-15.5407,18.89,68,40,2.06,ES,1619582156
530,1226260,Trincomalee,8.5711,81.2335,29.91,64,76,2.71,LK,1619582156
531,2417831,Mamou,10.5,-12.0,21.72,62,75,1.58,GN,1619582157
532,2065594,Mount Isa,-20.7333,139.5,29.0,21,0,2.57,AU,1619582157
533,3938455,Ilabaya,-17.4208,-70.5133,17.51,54,84,0.15,PE,1619582158
534,113636,Tafresh,34.692,50.013,15.0,58,90,5.14,IR,1619582158
535,86049,Jalu,29.0331,21.5482,21.06,24,0,4.34,LY,1619582159
536,2068655,Katherine,-14.4667,132.2667,32.0,48,75,8.23,AU,1619582159
537,1726449,Basco,20.4487,121.9702,24.63,73,24,5.8,PH,1619582159
538,6301965,Palmerston,-12.486,130.9833,33.33,55,75,3.6,AU,1619582160
539,2138285,Tadine,-21.55,167.8833,23.77,53,0,7.36,NC,1619582160
540,2038154,Changping,40.2186,116.2197,22.0,12,0,7.0,CN,1619582161
541,3470137,Belmonte,-15.8631,-38.8828,23.0,78,40,1.03,BR,1619582161
542,3357114,Grootfontein,-19.5667,18.1167,14.26,65,0,1.86,NA,1619582162
543,2141305,Fayaoué,-20.65,166.5333,24.57,59,11,9.24,NC,1619582162
544,2063036,Port Lincoln,-34.7333,135.8667,21.74,42,60,0.51,AU,1619581891
545,2125711,Esso,55.9333,158.7,2.33,96,100,1.47,RU,1619582163
546,2347468,Bauchi,10.5,10.0,26.21,48,46,1.31,NG,1619582163
547,237379,Ndélé,8.4109,20.6473,26.55,53,99,2.16,CF,1619582164
548,2655273,Bodmin,50.4715,-4.7243,8.0,87,75,3.09,GB,1619582164
549,2027316,Ayan,56.45,138.1667,-0.58,89,100,6.92,RU,1619582164
550,664475,Turceni,44.6833,23.3667,6.67,88,100,4.75,RO,1619582165
551,1278122,Avanigadda,16.0215,80.9181,32.0,70,40,2.57,IN,1619582165
552,1252783,Yārāda,17.65,83.2667,32.0,66,20,4.63,IN,1619582166
553,3176923,Fiumicino,41.7675,12.2291,15.0,94,40,3.6,IT,1619582166
554,2017945,Petrovsk-Zabaykal'skiy,51.273,108.843,2.7,25,33,6.03,RU,1619582166
555,988698,Knysna,-34.0363,23.0471,14.0,100,75,1.03,ZA,1619582167
556,4032420,Neiafu,-18.65,-173.9833,25.0,94,90,7.2,TO,1619582167
557,3557758,Guane,22.2025,-84.0875,23.76,73,3,2.89,CU,1619582167
558,1254046,Tura,25.5198,90.2201,33.73,34,0,2.9,IN,1619582168
